@relation popstars.arff

@attribute parens numeric
@attribute avg_tok_lens numeric
@attribute wh_words numeric
@attribute slangs numeric
@attribute numSents numeric
@attribute commas numeric
@attribute prop_nouns numeric
@attribute comm_nouns numeric
@attribute avg_sent_lens numeric
@attribute third_person_prns numeric
@attribute conjs numeric
@attribute caps numeric
@attribute sec_person_prns numeric
@attribute adverbs numeric
@attribute ellipses numeric
@attribute cols_semicols numeric
@attribute future_verbs numeric
@attribute past_verbs numeric
@attribute dashes numeric
@attribute first_person_prns numeric
@attribute twit {britneyspears_out.twt,justinbieber_out.twt,rihanna_out.twt,ladygaga_out.twt,katyperry_out.twt,taylorswift13_out.twt}

@data
0,3.55555555556,0,0,1,0,1,10,30.0,0,0,1,0,2,0,0,0,1,0,1,britneyspears_out.twt
0,3.76470588235,0,0,3,0,0,8,6.33333333333,0,0,0,0,1,0,0,0,2,0,1,britneyspears_out.twt
0,5.25,0,0,1,0,0,1,6.0,0,0,4,0,0,0,0,0,0,0,0,britneyspears_out.twt
0,4.65217391304,0,0,2,0,0,6,12.5,0,0,0,1,1,0,0,0,0,0,2,britneyspears_out.twt
0,4.75,0,0,1,0,0,2,4.0,0,0,1,0,0,0,0,0,0,0,0,britneyspears_out.twt
0,4.22222222222,0,0,1,0,4,8,30.0,0,0,4,4,2,0,0,0,1,0,2,britneyspears_out.twt
0,4.5652173913,0,0,1,0,1,16,27.0,0,0,14,1,2,1,1,0,0,0,1,britneyspears_out.twt
1,3.625,0,0,2,0,1,3,9.5,0,0,0,0,1,1,1,0,1,0,0,britneyspears_out.twt
1,4.42857142857,0,0,1,0,1,8,25.0,1,0,0,1,0,1,0,0,0,0,2,britneyspears_out.twt
0,3.375,0,0,1,0,2,10,36.0,0,0,6,3,1,0,0,0,3,0,4,britneyspears_out.twt
1,4.68,0,0,3,0,3,12,9.33333333333,0,0,2,0,0,0,0,0,0,0,0,britneyspears_out.twt
0,4.3125,0,0,2,0,0,6,9.0,1,0,0,0,0,0,0,0,2,0,1,britneyspears_out.twt
0,3.88461538462,0,0,1,1,1,8,30.0,0,0,0,1,0,0,0,0,0,0,2,britneyspears_out.twt
0,4.65217391304,0,0,2,1,1,10,13.0,0,0,0,0,0,0,0,0,0,0,0,britneyspears_out.twt
0,4.38888888889,0,0,1,1,3,3,21.0,0,0,1,0,2,0,0,0,0,0,1,britneyspears_out.twt
0,3.47619047619,0,0,2,0,1,31,24.5,0,0,5,1,0,0,0,0,0,0,1,britneyspears_out.twt
0,3.92857142857,0,0,2,0,1,8,15.5,0,0,0,0,4,0,0,0,2,0,2,britneyspears_out.twt
0,4.76470588235,0,0,2,0,2,2,9.0,0,0,0,0,1,0,0,0,0,0,1,britneyspears_out.twt
1,4.5625,0,0,1,0,1,5,18.0,0,0,1,2,0,0,0,0,0,0,1,britneyspears_out.twt
