@relation cnncbc.arff

@attribute parens numeric
@attribute avg_tok_lens numeric
@attribute wh_words numeric
@attribute slangs numeric
@attribute numSents numeric
@attribute commas numeric
@attribute prop_nouns numeric
@attribute comm_nouns numeric
@attribute avg_sent_lens numeric
@attribute third_person_prns numeric
@attribute conjs numeric
@attribute caps numeric
@attribute sec_person_prns numeric
@attribute adverbs numeric
@attribute ellipses numeric
@attribute cols_semicols numeric
@attribute future_verbs numeric
@attribute past_verbs numeric
@attribute dashes numeric
@attribute first_person_prns numeric
@attribute twit {CBCNews_out.twt,cnn_out.twt}

@data
0,5.1,0,0,1,0,3,5,13.0,0,0,0,1,0,1,1,0,0,0,0,CBCNews_out.twt
0,4.83333333333,0,0,1,0,3,2,7.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,6.16666666667,0,0,1,0,1,3,6.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.375,0,0,1,0,1,3,9.0,0,0,0,0,0,0,0,0,1,0,0,CBCNews_out.twt
0,4.18181818182,0,0,1,0,0,10,13.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,7.85714285714,0,0,1,0,0,5,9.0,0,0,0,0,0,1,1,0,0,0,0,CBCNews_out.twt
0,6.0,0,0,1,0,1,3,8.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.85714285714,0,0,2,0,2,5,5.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.2,0,0,1,0,4,5,11.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,3.78260869565,0,0,5,0,6,8,6.0,0,0,2,0,0,1,1,1,1,0,0,CBCNews_out.twt
0,5.8,0,0,1,0,0,3,6.0,0,0,0,0,0,1,1,0,1,0,0,CBCNews_out.twt
0,6.875,0,0,2,0,0,5,5.0,0,0,0,1,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.8,0,0,1,0,0,7,12.0,0,0,0,0,0,1,1,0,0,0,0,CBCNews_out.twt
0,7.57142857143,0,0,1,0,2,3,8.0,0,0,0,0,1,0,0,0,0,0,0,CBCNews_out.twt
0,6.0,0,0,1,0,1,3,8.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.0,0,0,2,0,1,16,18.5,1,0,0,0,3,0,0,0,0,0,0,CBCNews_out.twt
0,4.875,0,0,1,0,0,4,9.0,0,0,0,0,0,0,0,0,1,0,0,CBCNews_out.twt
0,4.375,0,0,2,0,2,4,5.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.0,0,0,1,0,0,5,10.0,0,0,0,0,0,0,0,0,1,0,0,CBCNews_out.twt
0,4.0,0,0,1,1,1,4,13.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.64705882353,0,0,1,0,3,9,18.0,0,0,1,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.42857142857,0,0,2,0,0,9,5.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.88888888889,0,0,1,0,1,5,11.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.08333333333,0,0,1,1,3,5,16.0,0,0,0,0,1,1,1,0,0,0,0,CBCNews_out.twt
